accession	trait	soma_target	gene_token	full_pvalue
GCST90243060	Transforming growth factor beta-2 levels (TGFB2.4156.74.1)	TGFB2.4156.74.1	TGFB2	True
GCST90243061	Transforming growth factor beta-3 levels (TGFB3.3520.58.1)	TGFB3.3520.58.1	TGFB3	True
GCST90243062	Transforming growth factor-beta-induced protein ig-h3 levels (TGFBI.3283.21.1)	TGFBI.3283.21.1	TGFBI	True
GCST90241481	Immunoglobulin-binding protein 1 levels (IGBP1.12358.6.3)	IGBP1.12358.6.3	IGBP1	True
GCST90241482	Importin subunit alpha-1 levels (KPNA2.2860.19.2)	KPNA2.2860.19.2	KPNA2	True
GCST90241483	Importin subunit alpha-3 levels (KPNA4.12698.72.3)	KPNA4.12698.72.3	KPNA4	True
GCST90241484	Inactive dipeptidyl peptidase 10 levels (DPP10.7890.68.3)	DPP10.7890.68.3	DPP10	True
GCST90241485	Inactive gamma-glutamyltranspeptidase 2 levels (GGT2.6334.9.3)	GGT2.6334.9.3	GGT2	True
GCST90241486	Inactive pancreatic lipase-related protein 1 levels (PNLIPRP1.6627.25.3)	PNLIPRP1.6627.25.3	PNLIPRP1	True
GCST90241487	Inactive peptidyl-prolyl cis-trans isomerase FKBP6 levels (FKBP6.12529.32.3)	FKBP6.12529.32.3	FKBP6	True
GCST90241488	Inactive phospholipase D5 levels (PLD5.8081.55.3)	PLD5.8081.55.3	PLD5	True
GCST90241489	Inactive ribonuclease-like protein 10 levels (RNASE10.5602.62.3)	RNASE10.5602.62.3	RNASE10	True
GCST90241490	Indoleamine 2,3-dioxygenase 1 levels (IDO1.9759.13.3)	IDO1.9759.13.3	IDO1	True
GCST90241491	Induced myeloid leukemia cell differentiation protein Mcl-1 levels (MCL1.10358.33.3)	MCL1.10358.33.3	MCL1	True
GCST90241492	Inducible T-cell costimulator levels (ICOS.14084.191.3)	ICOS.14084.191.3	ICOS	True
GCST90241493	Inducible T-cell costimulator levels (ICOS.2988.57.2)	ICOS.2988.57.2	ICOS	True
GCST90241494	Inhibin beta A chain levels (INHBA.2748.3.2)	INHBA.2748.3.2	INHBA	True
GCST90241495	Inhibin beta A chain levels (INHBA.INHBB.8467.9.3)	INHBA.INHBB.8467.9.3	INHBA	True
GCST90241496	Inhibin beta A chain:Inhibin beta B chain heterodimer levels (INHBA.INHBB.4383.97.1)	INHBA.INHBB.4383.97.1	INHBA	True
GCST90241497	Inhibin beta C chain levels (INHBC.6408.2.3)	INHBC.6408.2.3	INHBC	True
GCST90241498	Inhibitor of growth protein 1 levels (ING1.3888.8.1)	ING1.3888.8.1	ING1	True
GCST90241499	Inosine-5'-monophosphate dehydrogenase 1 levels (IMPDH1.5229.90.3)	IMPDH1.5229.90.3	IMPDH1	True
GCST90241500	Inosine-5'-monophosphate dehydrogenase 2 levels (IMPDH2.5250.53.3)	IMPDH2.5250.53.3	IMPDH2	True
GCST90241501	Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1 levels (ITPRIPL1.9221.6.3)	ITPRIPL1.9221.6.3	ITPRIPL1	True
GCST90241502	Inositol monophosphatase 3 levels (IMPAD1.9231.23.3)	IMPAD1.9231.23.3	IMPAD1	True
GCST90241503	Inositol polyphosphate 5-phosphatase OCRL-1 levels (OCRL.10011.65.3)	OCRL.10011.65.3	OCRL	True
GCST90241504	Inositol-trisphosphate 3-kinase A levels (ITPKA.13473.55.3)	ITPKA.13473.55.3	ITPKA	True
GCST90241505	Insulin levels (INS.4883.56.2)	INS.4883.56.2	INS	True
GCST90241506	Insulin gene enhancer protein ISL-1 levels (ISL1.11549.6.3)	ISL1.11549.6.3	ISL1	True
GCST90241507	Insulin growth factor-like family member 3 levels (IGFL3.6961.14.3)	IGFL3.6961.14.3	IGFL3	True
GCST90241508	Insulin growth factor-like family member 4 levels (IGFL4.6353.60.3)	IGFL4.6353.60.3	IGFL4	True
GCST90241509	Insulin receptor levels (INSR.3448.13.2)	INSR.3448.13.2	INSR	True
GCST90241510	Insulin-degrading enzyme levels (IDE.3197.70.2)	IDE.3197.70.2	IDE	True
GCST90241511	Insulin-induced gene 1 protein levels (INSIG1.10663.42.3)	INSIG1.10663.42.3	INSIG1	True
GCST90241512	Insulin-like 3 levels (INSL3.5723.4.3)	INSL3.5723.4.3	INSL3	True
GCST90241513	Insulin-like growth factor 1 receptor levels (IGF1R.4232.19.2)	IGF1R.4232.19.2	IGF1R	True
GCST90241514	Insulin-like growth factor I levels (IGF1.2952.75.2)	IGF1.2952.75.2	IGF1	True
GCST90241515	Insulin-like growth factor-binding protein 1 levels (IGFBP1.13741.36.3)	IGFBP1.13741.36.3	IGFBP1	True
GCST90241516	Insulin-like growth factor-binding protein 1 levels (IGFBP1.2771.35.2)	IGFBP1.2771.35.2	IGFBP1	True
GCST90241517	Insulin-like growth factor-binding protein 2 levels (IGFBP2.2570.72.5)	IGFBP2.2570.72.5	IGFBP2	True
GCST90241518	Insulin-like growth factor-binding protein 3 levels (IGFBP3.2571.12.3)	IGFBP3.2571.12.3	IGFBP3	True
GCST90241519	Insulin-like growth factor-binding protein 6 levels (IGFBP6.14088.38.3)	IGFBP6.14088.38.3	IGFBP6	True
GCST90241520	Insulin-like growth factor-binding protein 7 levels (IGFBP7.3320.49.2)	IGFBP7.3320.49.2	IGFBP7	True
GCST90241521	Insulin-like growth factor-binding protein-like 1 levels (IGFBPL1.7815.49.3)	IGFBPL1.7815.49.3	IGFBPL1	True
GCST90241522	Insulin-like peptide INSL5 levels (INSL5.10462.14.3)	INSL5.10462.14.3	INSL5	True
GCST90241523	Insulin-like peptide INSL6 levels (INSL6.5754.76.3)	INSL6.5754.76.3	INSL6	True
GCST90241524	Integral membrane protein 2A levels (ITM2A.7765.15.3)	ITM2A.7765.15.3	ITM2A	True
GCST90241525	Integral membrane protein 2A levels (ITM2A.10516.53.3)	ITM2A.10516.53.3	ITM2A	True
GCST90241526	Integral membrane protein 2B levels (ITM2B.8086.49.3)	ITM2B.8086.49.3	ITM2B	True
GCST90241527	Integral membrane protein 2C levels (ITM2C.10560.1.3)	ITM2C.10560.1.3	ITM2C	True
GCST90241528	Integral membrane protein 2C levels (ITM2C.9523.34.3)	ITM2C.9523.34.3	ITM2C	True
GCST90241529	Integral membrane protein DGCR2/IDD levels (DGCR2.8055.33.3)	DGCR2.8055.33.3	DGCR2	True
GCST90241530	Integrin alpha-5 levels (ITGA5.6932.42.3)	ITGA5.6932.42.3	ITGA5	True
GCST90241531	Integrin alpha-I: beta-1 complex levels (ITGA1.ITGB1.3503.4.2)	ITGA1.ITGB1.3503.4.2	ITGA1	True
GCST90241532	Integrin alpha-L levels (ITGAL.11617.1.3)	ITGAL.11617.1.3	ITGAL	True
GCST90241533	Integrin alpha-V: beta-5 complex levels (ITGAV.ITGB5.4917.62.1)	ITGAV.ITGB5.4917.62.1	ITGAV	True
GCST90241534	Integrin beta-7 levels (ITGB7.11205.10.3)	ITGB7.11205.10.3	ITGB7	True
GCST90241535	Inter-alpha-trypsin inhibitor heavy chain H1 levels (ITIH1.7955.195.3)	ITIH1.7955.195.3	ITIH1	True
GCST90241536	Inter-alpha-trypsin inhibitor heavy chain H5 levels (ITIH5.8233.2.3)	ITIH5.8233.2.3	ITIH5	True
GCST90241537	Intercellular adhesion molecule 1 levels (ICAM1.4342.10.3)	ICAM1.4342.10.3	ICAM1	True
GCST90241538	Intercellular adhesion molecule 2 levels (ICAM2.5486.73.3)	ICAM2.5486.73.3	ICAM2	True
GCST90241539	Intercellular adhesion molecule 3 levels (ICAM3.2649.77.2)	ICAM3.2649.77.2	ICAM3	True
GCST90241540	Intercellular adhesion molecule 4 levels (ICAM4.6550.4.3)	ICAM4.6550.4.3	ICAM4	True
GCST90241541	Intercellular adhesion molecule 5 levels (ICAM5.8245.27.3)	ICAM5.8245.27.3	ICAM5	True
GCST90241542	Intercellular adhesion molecule 5 levels (ICAM5.5124.62.3)	ICAM5.5124.62.3	ICAM5	True
GCST90241543	Interferon alpha-10 levels (IFNA10.14128.121.3)	IFNA10.14128.121.3	IFNA10	True
GCST90241544	Interferon alpha-10 levels (IFNA10.5733.61.3)	IFNA10.5733.61.3	IFNA10	True
GCST90241545	Interferon alpha-14 levels (IFNA14.7180.114.3)	IFNA14.7180.114.3	IFNA14	True
GCST90241546	Interferon alpha-4 levels (IFNA4.7268.12.3)	IFNA4.7268.12.3	IFNA4	True
GCST90241547	Interferon alpha-5 levels (IFNA5.6210.100.3)	IFNA5.6210.100.3	IFNA5	True
GCST90241548	Interferon alpha-6 levels (IFNA6.5714.88.3)	IFNA6.5714.88.3	IFNA6	True
GCST90241549	Interferon alpha-7 levels (IFNA7.14129.1.3)	IFNA7.14129.1.3	IFNA7	True
GCST90241550	Interferon alpha-8 levels (IFNA8.6214.84.3)	IFNA8.6214.84.3	IFNA8	True
GCST90241551	Interferon alpha/beta receptor 1 levels (IFNAR1.9183.7.3)	IFNAR1.9183.7.3	IFNAR1	True
GCST90241552	Interferon beta levels (IFNB1.7243.8.3)	IFNB1.7243.8.3	IFNB1	True
GCST90241553	Interferon gamma levels (IFNG.2989.17.2)	IFNG.2989.17.2	IFNG	True
GCST90241554	Interferon gamma levels (IFNG.14147.50.3)	IFNG.14147.50.3	IFNG	True
GCST90241555	Interferon gamma receptor 1 levels (IFNGR1.5825.49.3)	IFNGR1.5825.49.3	IFNGR1	True
GCST90241556	Interferon gamma receptor 2 levels (IFNGR2.9180.6.3)	IFNGR2.9180.6.3	IFNGR2	True
GCST90241557	Interferon gamma receptor 2 levels (IFNGR2.8818.13.3)	IFNGR2.8818.13.3	IFNGR2	True
GCST90241558	Interferon gamma receptor 2 levels (IFNGR2.9305.89.3)	IFNGR2.9305.89.3	IFNGR2	True
GCST90241559	Interferon lambda receptor 1 levels (IFNLR1.7192.37.3)	IFNLR1.7192.37.3	IFNLR1	True
GCST90241560	Interferon lambda-1 levels (IFNL1.4396.54.1)	IFNL1.4396.54.1	IFNL1	True
GCST90241561	Interferon lambda-1 levels (IFNL1.13734.22.3)	IFNL1.13734.22.3	IFNL1	True
GCST90241562	Interferon lambda-2 levels (IFNL2.4397.26.2)	IFNL2.4397.26.2	IFNL2	True
GCST90241563	Interferon omega-1 levels (IFNW1.7196.21.3)	IFNW1.7196.21.3	IFNW1	True
GCST90241564	Interferon regulatory factor 1 levels (IRF1.10009.2.3)	IRF1.10009.2.3	IRF1	True
GCST90241565	Interferon regulatory factor 1 levels (IRF1.10351.51.3)	IRF1.10351.51.3	IRF1	True
GCST90241566	Interferon regulatory factor 2 levels (IRF2.12801.33.3)	IRF2.12801.33.3	IRF2	True
GCST90241567	Interferon regulatory factor 4 levels (IRF4.9857.38.3)	IRF4.9857.38.3	IRF4	True
GCST90241568	Interferon regulatory factor 6 levels (IRF6.9999.1.3)	IRF6.9999.1.3	IRF6	True
GCST90241569	Interferon regulatory factor 9 levels (IRF9.12439.67.3)	IRF9.12439.67.3	IRF9	True
GCST90241570	Interferon-induced protein with tetratricopeptide repeats 2 levels (IFIT2.9853.3.3)	IFIT2.9853.3.3	IFIT2	True
GCST90241571	Interferon-induced protein with tetratricopeptide repeats 3 levels (IFIT3.13642.90.3)	IFIT3.13642.90.3	IFIT3	True
GCST90241572	Interleukin enhancer-binding factor 3 levels (ILF3.12759.47.3)	ILF3.12759.47.3	ILF3	True
GCST90241573	Interleukin-1 alpha levels (IL1A.4851.25.1)	IL1A.4851.25.1	IL1A	True
GCST90241574	Interleukin-1 beta levels (IL1B.3037.62.1)	IL1B.3037.62.1	IL1B	True
GCST90241575	Interleukin-1 Receptor accessory protein levels (IL1RAP.2630.12.2)	IL1RAP.2630.12.2	IL1RAP	True
GCST90241576	Interleukin-1 Receptor accessory protein levels (IL1RAP.14048.7.3)	IL1RAP.14048.7.3	IL1RAP	True
GCST90241577	Interleukin-1 receptor antagonist protein levels (IL1RN.5353.89.2)	IL1RN.5353.89.2	IL1RN	True
GCST90241578	Interleukin-1 receptor type 1 levels (IL1R1.2991.9.2)	IL1R1.2991.9.2	IL1R1	True
GCST90241579	Interleukin-1 receptor type 2 levels (IL1R2.14133.93.3)	IL1R2.14133.93.3	IL1R2	True
GCST90241580	Interleukin-1 receptor type 2 levels (IL1R2.5666.64.3)	IL1R2.5666.64.3	IL1R2	True
GCST90241581	Interleukin-1 receptor-like 1 levels (IL1RL1.4234.8.2)	IL1RL1.4234.8.2	IL1RL1	True
GCST90241582	Interleukin-1 receptor-like 2 levels (IL1RL2.2994.71.2)	IL1RL2.2994.71.2	IL1RL2	True
GCST90241583	Interleukin-10 levels (IL10.2773.50.2)	IL10.2773.50.2	IL10	True
GCST90241584	Interleukin-10 receptor subunit beta levels (IL10RB.2631.50.2)	IL10RB.2631.50.2	IL10RB	True
GCST90241585	Interleukin-11 levels (IL11.4493.92.1)	IL11.4493.92.1	IL11	True
GCST90241586	Interleukin-11 receptor subunit alpha levels (IL11RA.3814.63.1)	IL11RA.3814.63.1	IL11RA	True
GCST90241587	Interleukin-12 levels (IL12A.IL12B.10367.26.3)	IL12A.IL12B.10367.26.3	IL12A	True
GCST90241588	Interleukin-12 levels (IL12A.IL12B.10367.62.3)	IL12A.IL12B.10367.62.3	IL12A	True
GCST90241589	Interleukin-12 levels (IL12A.IL12B.2455.17.4)	IL12A.IL12B.2455.17.4	IL12A	True
GCST90241590	Interleukin-12 receptor subunit beta-1 levels (IL12RB1.2632.5.2)	IL12RB1.2632.5.2	IL12RB1	True
GCST90241591	Interleukin-12 receptor subunit beta-2 levels (IL12RB2.3815.14.1)	IL12RB2.3815.14.1	IL12RB2	True
GCST90241592	Interleukin-13 levels (IL13.3072.4.2)	IL13.3072.4.2	IL13	True
GCST90241593	Interleukin-13 receptor subunit alpha-1 levels (IL13RA1.2633.52.2)	IL13RA1.2633.52.2	IL13RA1	True
GCST90241594	Interleukin-15 receptor subunit alpha levels (IL15RA.14054.17.3)	IL15RA.14054.17.3	IL15RA	True
GCST90241595	Interleukin-15 receptor subunit alpha levels (IL15RA.3445.53.2)	IL15RA.3445.53.2	IL15RA	True
GCST90241596	Interleukin-16 levels (IL16.2774.10.3)	IL16.2774.10.3	IL16	True
GCST90243063	Transforming protein RhoA levels (RHOA.9855.10.3)	RHOA.9855.10.3	RHOA	True
GCST90243064	Transgelin levels (TAGLN.9756.6.3)	TAGLN.9756.6.3	TAGLN	True
GCST90243065	Transketolase levels (TKT.4306.4.2)	TKT.4306.4.2	TKT	True
GCST90243066	Translation initiation factor eIF-2B subunit alpha levels (EIF2B1.10080.9.3)	EIF2B1.10080.9.3	EIF2B1	True
GCST90243067	Translationally-controlled tumor protein levels (TPT1.3872.2.1)	TPT1.3872.2.1	TPT1	True
GCST90243068	Translin levels (TSN.12477.42.3)	TSN.12477.42.3	TSN	True
GCST90243069	Translocon-associated protein subunit alpha levels (SSR1.8106.15.3)	SSR1.8106.15.3	SSR1	True
GCST90243070	Transmembrane and coiled-coil domain-containing protein 5A levels (TMCO5A.6907.17.3)	TMCO5A.6907.17.3	TMCO5A	True
GCST90243071	Transmembrane and ubiquitin-like domain-containing protein 2 levels (TMUB2.9226.6.3)	TMUB2.9226.6.3	TMUB2	True
GCST90243072	Transmembrane emp24 domain-containing protein 10 levels (TMED10.6506.54.3)	TMED10.6506.54.3	TMED10	True
GCST90243073	Transmembrane emp24 domain-containing protein 2 levels (TMED2.10761.5.3)	TMED2.10761.5.3	TMED2	True
GCST90243074	Transmembrane emp24 domain-containing protein 4 levels (TMED4.9319.59.3)	TMED4.9319.59.3	TMED4	True
GCST90243075	Transmembrane gamma-carboxyglutamic acid protein 1 levels (PRRG1.9008.6.3)	PRRG1.9008.6.3	PRRG1	True
GCST90243076	Transmembrane gamma-carboxyglutamic acid protein 1 levels (PRRG1.8306.54.3)	PRRG1.8306.54.3	PRRG1	True
GCST90243077	Transmembrane gamma-carboxyglutamic acid protein 4 levels (PRRG4.9579.59.3)	PRRG4.9579.59.3	PRRG4	True
GCST90243078	Transmembrane glycoprotein NMB levels (GPNMB.8606.39.3)	GPNMB.8606.39.3	GPNMB	True
GCST90243079	Transmembrane glycoprotein NMB levels (GPNMB.5080.131.3)	GPNMB.5080.131.3	GPNMB	True
GCST90243080	Transmembrane glycoprotein NMB levels (GPNMB.8240.207.3)	GPNMB.8240.207.3	GPNMB	True
GCST90243081	Transmembrane glycoprotein NMB levels (GPNMB.8289.8.3)	GPNMB.8289.8.3	GPNMB	True
GCST90243082	Transmembrane inner ear expressed protein levels (TMIE.7992.3.3)	TMIE.7992.3.3	TMIE	True
GCST90243083	Transmembrane protease serine 11A levels (TMPRSS11A.7231.37.3)	TMPRSS11A.7231.37.3	TMPRSS11A	True
GCST90243084	Transmembrane protease serine 11B levels (TMPRSS11B.10895.28.3)	TMPRSS11B.10895.28.3	TMPRSS11B	True
GCST90243085	Transmembrane protease serine 11D levels (TMPRSS11D.6547.83.3)	TMPRSS11D.6547.83.3	TMPRSS11D	True
GCST90243086	Transmembrane protease serine 5 levels (TMPRSS5.8002.27.3)	TMPRSS5.8002.27.3	TMPRSS5	True
GCST90243087	Transmembrane protein 119 levels (TMEM119.11110.4.3)	TMEM119.11110.4.3	TMEM119	True
GCST90243088	Transmembrane protein 132A levels (TMEM132A.7871.16.3)	TMEM132A.7871.16.3	TMEM132A	True
GCST90243089	Transmembrane protein 132B levels (TMEM132B.8890.9.3)	TMEM132B.8890.9.3	TMEM132B	True
GCST90243090	Transmembrane protein 132C levels (TMEM132C.7173.141.3)	TMEM132C.7173.141.3	TMEM132C	True
GCST90243091	Transmembrane protein 132C levels (TMEM132C.11128.29.3)	TMEM132C.11128.29.3	TMEM132C	True
GCST90243092	Transmembrane protein 132D levels (TMEM132D.13416.8.3)	TMEM132D.13416.8.3	TMEM132D	True
GCST90243093	Transmembrane protein 190 levels (TMEM190.10442.1.3)	TMEM190.10442.1.3	TMEM190	True
GCST90243094	Transmembrane protein 2 levels (TMEM2.8992.1.3)	TMEM2.8992.1.3	TMEM2	True
GCST90243095	Transmembrane protein 230 levels (TMEM230.11542.11.3)	TMEM230.11542.11.3	TMEM230	True
GCST90243096	Transmembrane protein 234 levels (TMEM234.8107.12.3)	TMEM234.8107.12.3	TMEM234	True
GCST90243097	Transmembrane protein 237 levels (TMEM237.12856.14.3)	TMEM237.12856.14.3	TMEM237	True
GCST90243098	Transmembrane protein 40 levels (TMEM40.12941.24.3)	TMEM40.12941.24.3	TMEM40	True
GCST90243099	Transmembrane protein 41B levels (TMEM41B.10661.4.3)	TMEM41B.10661.4.3	TMEM41B	True
GCST90243100	Transmembrane protein 52 levels (TMEM52.11186.12.3)	TMEM52.11186.12.3	TMEM52	True
GCST90243101	Transmembrane protein 59-like levels (TMEM59L.9959.60.3)	TMEM59L.9959.60.3	TMEM59L	True
GCST90243102	Transmembrane protein 70, mitochondrial levels (TMEM70.8074.32.3)	TMEM70.8074.32.3	TMEM70	True
GCST90243103	Transmembrane protein 87B levels (TMEM87B.13485.20.3)	TMEM87B.13485.20.3	TMEM87B	True
GCST90243104	Transmembrane protein 8B levels (TMEM8B.12742.160.3)	TMEM8B.12742.160.3	TMEM8B	True
GCST90243105	Transmembrane protein 9 levels (TMEM9.9249.17.3)	TMEM9.9249.17.3	TMEM9	True
GCST90243106	Transmembrane protein C16orf54 levels (C16orf54.12394.53.3)	C16orf54.12394.53.3	C16orf54	True
GCST90243107	Transmembrane protein PVRIG levels (PVRIG.6464.40.3)	PVRIG.6464.40.3	PVRIG	True
GCST90243108	Trefoil factor 1 levels (TFF1.9185.15.3)	TFF1.9185.15.3	TFF1	True
GCST90243109	Trefoil factor 2 levels (TFF2.9191.8.3)	TFF2.9191.8.3	TFF2	True
GCST90243110	Trefoil factor 3 levels (TFF3.4721.54.2)	TFF3.4721.54.2	TFF3	True
GCST90243111	Trefoil factor 3 levels (TFF3.8323.163.3)	TFF3.8323.163.3	TFF3	True
GCST90243112	Trem-like transcript 1 protein levels (TREML1.9329.28.3)	TREML1.9329.28.3	TREML1	True
GCST90243113	Trem-like transcript 2 protein levels (TREML2.5736.1.3)	TREML2.5736.1.3	TREML2	True
GCST90243114	Trem-like transcript 4 protein levels (TREML4.11139.4.3)	TREML4.11139.4.3	TREML4	True
GCST90243115	Triggering receptor expressed on myeloid cells 1 levels (TREM1.9266.1.3)	TREM1.9266.1.3	TREM1	True
GCST90243116	Triosephosphate isomerase levels (TPI1.4309.59.3)	TPI1.4309.59.3	TPI1	True
GCST90243117	tRNA (guanine-N(7)-)-methyltransferase levels (METTL1.12514.16.3)	guanine-N(7	guanine-N(7	True
GCST90243118	tRNA pseudouridine synthase A, mitochondrial levels (PUS1.11201.19.3)	PUS1.11201.19.3	PUS1	True
GCST90243119	Tropomodulin-1 levels (TMOD1.12595.11.3)	TMOD1.12595.11.3	TMOD1	True
GCST90243120	Tropomyosin alpha-1 chain levels (TPM1.5033.27.1)	TPM1.5033.27.1	TPM1	True
GCST90243121	Tropomyosin alpha-3 chain levels (TPM3.12372.50.3)	TPM3.12372.50.3	TPM3	True
GCST90243122	Tropomyosin beta chain levels (TPM2.4472.5.2)	TPM2.4472.5.2	TPM2	True
GCST90243123	Troponin I, cardiac muscle levels (TNNI3.5930.54.3)	TNNI3.5930.54.3	TNNI3	True
GCST90243124	Troponin I, cardiac muscle levels (TNNI3.5441.67.3)	TNNI3.5441.67.3	TNNI3	True
GCST90243125	Trypsin-1 levels (PRSS1.3049.61.2)	PRSS1.3049.61.2	PRSS1	True
GCST90243126	Trypsin-2 levels (PRSS2.5034.79.1)	PRSS2.5034.79.1	PRSS2	True
GCST90243127	Trypsin-3 levels (PRSS3.3479.71.2)	PRSS3.3479.71.2	PRSS3	True
GCST90243128	Tryptase beta-2 levels (TPSB2.3403.1.2)	TPSB2.3403.1.2	TPSB2	True
GCST90243129	Tryptase gamma levels (TPSG1.14103.12.3)	TPSG1.14103.12.3	TPSG1	True
GCST90243130	Tuberoinfundibular peptide of 39 residues levels (PTH2.7257.18.3)	PTH2.7257.18.3	PTH2	True
GCST90243131	Tubulin polymerization-promoting protein family member 2 levels (TPPP2.12800.5.3)	TPPP2.12800.5.3	TPPP2	True
GCST90243132	Tubulin--tyrosine ligase levels (TTL.13973.62.3)	TTL.13973.62.3	TTL	True
GCST90243133	Tubulin-specific chaperone A levels (TBCA.12501.10.3)	TBCA.12501.10.3	TBCA	True
GCST90243134	Tubulin-specific chaperone E levels (TBCE.11211.7.3)	TBCE.11211.7.3	TBCE	True
GCST90243135	Tubulointerstitial nephritis antigen-like levels (TINAGL1.11192.168.3)	TINAGL1.11192.168.3	TINAGL1	True
GCST90243136	Tuftelin levels (TUFT1.5690.49.3)	TUFT1.5690.49.3	TUFT1	True
GCST90243137	Tuftelin-interacting protein 11 levels (TFIP11.9043.7.3)	TFIP11.9043.7.3	TFIP11	True
GCST90243138	Tumor necrosis factor levels (TNF.5936.53.3)	TNF.5936.53.3	TNF	True
GCST90243139	Tumor necrosis factor alpha-induced protein 3 levels (TNFAIP3.14009.65.3)	TNFAIP3.14009.65.3	TNFAIP3	True
GCST90243140	Tumor necrosis factor ligand superfamily member 11 levels (TNFSF11.2917.3.2)	TNFSF11.2917.3.2	TNFSF11	True
GCST90243141	Tumor necrosis factor ligand superfamily member 12 levels (TNFSF12.5939.42.3)	TNFSF12.5939.42.3	TNFSF12	True
GCST90243142	Tumor necrosis factor ligand superfamily member 13B levels (TNFSF13B.3059.50.2)	TNFSF13B.3059.50.2	TNFSF13B	True
GCST90243143	Tumor necrosis factor ligand superfamily member 14 levels (TNFSF14.5355.69.3)	TNFSF14.5355.69.3	TNFSF14	True
GCST90243144	Tumor necrosis factor ligand superfamily member 15 levels (TNFSF15.2968.61.1)	TNFSF15.2968.61.1	TNFSF15	True
GCST90243145	Tumor necrosis factor ligand superfamily member 15 levels (TNFSF15.14057.68.3)	TNFSF15.14057.68.3	TNFSF15	True
GCST90243146	Tumor necrosis factor ligand superfamily member 18 levels (TNFSF18.2708.54.2)	TNFSF18.2708.54.2	TNFSF18	True
GCST90243147	Tumor necrosis factor ligand superfamily member 4 levels (TNFSF4.14030.21.3)	TNFSF4.14030.21.3	TNFSF4	True
GCST90243148	Tumor necrosis factor ligand superfamily member 4 levels (TNFSF4.2839.2.1)	TNFSF4.2839.2.1	TNFSF4	True
GCST90243149	Tumor necrosis factor ligand superfamily member 6, soluble form levels (FASLG.3052.8.2)	FASLG.3052.8.2	FASLG	True
GCST90243150	Tumor necrosis factor ligand superfamily member 8 levels (TNFSF8.3421.54.2)	TNFSF8.3421.54.2	TNFSF8	True
GCST90243151	Tumor necrosis factor ligand superfamily member 9 levels (TNFSF9.2599.51.2)	TNFSF9.2599.51.2	TNFSF9	True
GCST90243152	Tumor necrosis factor receptor superfamily member 10A levels (TNFRSF10A.4832.75.2)	TNFRSF10A.4832.75.2	TNFRSF10A	True
GCST90243153	Tumor necrosis factor receptor superfamily member 10B levels (TNFRSF10B.7693.13.3)	TNFRSF10B.7693.13.3	TNFRSF10B	True
GCST90243154	Tumor necrosis factor receptor superfamily member 10D levels (TNFRSF10D.14121.24.3)	TNFRSF10D.14121.24.3	TNFRSF10D	True
GCST90243155	Tumor necrosis factor receptor superfamily member 11A levels (TNFRSF11A.8316.36.3)	TNFRSF11A.8316.36.3	TNFRSF11A	True
GCST90243156	Tumor necrosis factor receptor superfamily member 11A levels (TNFRSF11A.5424.55.3)	TNFRSF11A.5424.55.3	TNFRSF11A	True
GCST90243157	Tumor necrosis factor receptor superfamily member 11A levels (TNFRSF11A.8256.57.3)	TNFRSF11A.8256.57.3	TNFRSF11A	True
GCST90243158	Tumor necrosis factor receptor superfamily member 11B levels (TNFRSF11B.2526.53.3)	TNFRSF11B.2526.53.3	TNFRSF11B	True
GCST90243159	Tumor necrosis factor receptor superfamily member 11B levels (TNFRSF11B.8304.50.3)	TNFRSF11B.8304.50.3	TNFRSF11B	True
GCST90243160	Tumor necrosis factor receptor superfamily member 12A levels (TNFRSF12A.5138.50.3)	TNFRSF12A.5138.50.3	TNFRSF12A	True
GCST90243161	Tumor necrosis factor receptor superfamily member 13B levels (TNFRSF13B.2704.74.1)	TNFRSF13B.2704.74.1	TNFRSF13B	True
GCST90243162	Tumor necrosis factor receptor superfamily member 14 levels (TNFRSF14.5352.11.3)	TNFRSF14.5352.11.3	TNFRSF14	True
GCST90243163	Tumor necrosis factor receptor superfamily member 16 levels (NGFR.8949.3.3)	NGFR.8949.3.3	NGFR	True
GCST90243164	Tumor necrosis factor receptor superfamily member 16 levels (NGFR.8374.5.3)	NGFR.8374.5.3	NGFR	True
